Time(s),X(m),Y(m),Theta(rad),Theta(deg)
50.597,1.022468,1.917896,-1.839366,-105.388
50.618,1.023407,1.914966,-1.832328,-104.985
50.638,1.024825,1.912222,-1.823281,-104.466
50.662,1.026654,1.909748,-1.813147,-103.886
50.681,1.028690,1.907467,-1.802219,-103.260
50.702,1.031079,1.905660,-1.790441,-102.585
50.721,1.033739,1.904473,-1.778035,-101.874
50.739,1.036442,1.904204,-1.766161,-101.194
50.758,1.038897,1.904858,-1.756182,-100.622
50.780,1.040729,1.905949,-1.749060,-100.214
50.802,1.041953,1.907097,-1.744555,-99.956
50.826,1.042718,1.908121,-1.741898,-99.803
50.840,1.043374,1.908941,-1.739714,-99.678
50.864,1.043517,1.909275,-1.739293,-99.654
50.886,1.043418,1.909463,-1.739865,-99.687
50.904,1.043233,1.909431,-1.740769,-99.739
50.924,1.043395,1.909305,-1.740082,-99.699
50.943,1.043659,1.909047,-1.738845,-99.628
50.964,1.044137,1.908672,-1.736568,-99.498
50.981,1.044757,1.908241,-1.733497,-99.322
51.003,1.045525,1.907682,-1.729773,-99.109
51.024,1.046511,1.907160,-1.725217,-98.848
51.042,1.047795,1.906547,-1.719515,-98.521
51.064,1.049200,1.905996,-1.712989,-98.147
51.082,1.050883,1.905362,-1.705455,-97.715
51.103,1.052663,1.904896,-1.697246,-97.245
51.126,1.054824,1.904292,-1.687936,-96.712
51.142,1.057022,1.903840,-1.677741,-96.127
51.164,1.059623,1.903152,-1.666285,-95.471
51.187,1.062503,1.902713,-1.653505,-94.739
51.204,1.065754,1.901993,-1.639458,-93.934
51.229,1.068416,1.901866,-1.627347,-93.240
51.247,1.070577,1.902368,-1.618049,-92.707
51.268,1.072209,1.903577,-1.611214,-92.316
51.289,1.074027,1.904901,-1.603670,-91.884
51.308,1.076194,1.905946,-1.594433,-91.354
51.332,1.078038,1.906977,-1.586074,-90.875
51.350,1.078965,1.907914,-1.581433,-90.609
51.371,1.079065,1.908666,-1.580217,-90.540
51.393,1.078983,1.909363,-1.580266,-90.543
51.411,1.078964,1.909671,-1.579959,-90.525
51.435,1.078928,1.909741,-1.579843,-90.518
51.453,1.078915,1.909810,-1.579899,-90.522
51.474,1.078865,1.910025,-1.579906,-90.522
51.493,1.078806,1.910196,-1.579978,-90.526
51.514,1.078732,1.910403,-1.580011,-90.528
51.536,1.078708,1.910524,-1.580081,-90.532
51.558,1.078697,1.910602,-1.579990,-90.527
51.575,1.078718,1.910571,-1.579926,-90.523
51.600,1.078729,1.910425,-1.579870,-90.520
51.617,1.078699,1.910248,-1.579842,-90.518
51.642,1.078694,1.910153,-1.579864,-90.520
51.661,1.078665,1.910146,-1.579776,-90.514
51.680,1.078659,1.910188,-1.579811,-90.517
51.704,1.078653,1.910293,-1.579807,-90.516
51.726,1.078659,1.910416,-1.579762,-90.514
51.743,1.078658,1.910468,-1.579690,-90.510
51.763,1.078606,1.910507,-1.579630,-90.506
51.785,1.078567,1.910381,-1.579705,-90.510
51.806,1.078563,1.910310,-1.579525,-90.500
51.830,1.078655,1.910156,-1.578971,-90.468
51.845,1.078716,1.909921,-1.578673,-90.451
51.870,1.078771,1.909618,-1.578409,-90.436
51.886,1.078779,1.909379,-1.578346,-90.433
51.909,1.078786,1.909208,-1.578190,-90.424
51.928,1.078764,1.909161,-1.578195,-90.424
51.944,1.078746,1.909191,-1.578111,-90.419
51.965,1.078715,1.909277,-1.578255,-90.427
51.986,1.078662,1.909467,-1.578392,-90.435
52.011,1.078585,1.909638,-1.578686,-90.452
52.029,1.078473,1.909861,-1.578950,-90.467
52.047,1.078434,1.910048,-1.579116,-90.477
52.070,1.078470,1.910147,-1.579049,-90.473
52.089,1.078688,1.910200,-1.578127,-90.420
52.114,1.078973,1.910279,-1.576809,-90.345
52.129,1.079513,1.910460,-1.574638,-90.220
52.153,1.080276,1.910660,-1.571491,-90.040
52.170,1.081253,1.910936,-1.567381,-89.804
52.190,1.082448,1.911026,-1.562277,-89.512
52.212,1.083898,1.910983,-1.555891,-89.146
52.236,1.085624,1.910957,-1.548108,-88.700
52.250,1.087623,1.911031,-1.538989,-88.178
52.271,1.090059,1.911168,-1.528557,-87.580
52.289,1.092659,1.911261,-1.517186,-86.928
52.310,1.095453,1.911369,-1.504849,-86.221
52.333,1.098580,1.911374,-1.491432,-85.453
52.350,1.101804,1.911464,-1.477029,-84.628
52.375,1.104947,1.911433,-1.462955,-83.821
52.393,1.107294,1.911253,-1.451756,-83.180
52.416,1.109462,1.910968,-1.441975,-82.619
52.439,1.111482,1.910449,-1.433094,-82.110
52.460,1.113421,1.909625,-1.424915,-81.642
52.483,1.115301,1.908675,-1.417081,-81.193
52.503,1.117168,1.907375,-1.409483,-80.757
52.523,1.119081,1.905685,-1.402333,-80.348
52.544,1.120854,1.903566,-1.395681,-79.967
52.565,1.122603,1.901061,-1.390048,-79.644
52.587,1.124461,1.898482,-1.384188,-79.308
52.609,1.126456,1.895849,-1.377409,-78.920
52.627,1.127923,1.892637,-1.373270,-78.683
52.648,1.129979,1.890072,-1.367434,-78.348
52.669,1.132432,1.887822,-1.359227,-77.878
52.687,1.135013,1.885489,-1.350046,-77.352
52.708,1.137307,1.882889,-1.342117,-76.898
52.728,1.139592,1.880280,-1.334630,-76.469
52.751,1.142103,1.877695,-1.326370,-75.995
52.773,1.144949,1.875186,-1.317011,-75.459
52.791,1.147905,1.872392,-1.307455,-74.912
52.812,1.150577,1.869423,-1.298875,-74.420
52.834,1.152366,1.866317,-1.293958,-74.138
52.852,1.154363,1.863515,-1.288750,-73.840
52.873,1.156174,1.860869,-1.284014,-73.569
52.891,1.157901,1.858449,-1.279662,-73.319
52.911,1.159710,1.855927,-1.275165,-73.062
52.933,1.161638,1.853232,-1.270419,-72.790
52.951,1.163343,1.850938,-1.265674,-72.518
52.974,1.164919,1.849129,-1.261271,-72.266
52.991,1.166352,1.847171,-1.257237,-72.034
53.015,1.167916,1.846346,-1.251918,-71.730
53.032,1.169732,1.846398,-1.244527,-71.306
53.059,1.171413,1.846063,-1.237967,-70.930
53.077,1.173024,1.845350,-1.232317,-70.607
53.100,1.174664,1.844573,-1.226119,-70.251
53.123,1.176771,1.843972,-1.218574,-69.819
53.140,1.178968,1.843417,-1.209986,-69.327
53.165,1.181608,1.843041,-1.199869,-68.747
53.186,1.184608,1.842793,-1.188218,-68.080
53.203,1.187733,1.842642,-1.175682,-67.362
53.221,1.190954,1.842468,-1.162788,-66.623
53.247,1.194157,1.842375,-1.149800,-65.879
53.264,1.197171,1.842262,-1.137668,-65.184
53.285,1.199293,1.841595,-1.130158,-64.753
53.306,1.200529,1.840354,-1.127541,-64.603
53.326,1.201505,1.838807,-1.126742,-64.558
53.349,1.202632,1.837313,-1.124911,-64.453
53.371,1.203604,1.835711,-1.123631,-64.379
53.388,1.204750,1.834021,-1.122065,-64.290
53.409,1.205881,1.832344,-1.120514,-64.201
53.429,1.207089,1.830726,-1.118587,-64.090
53.450,1.208207,1.829179,-1.116899,-63.994
53.473,1.208968,1.827715,-1.116019,-63.943
53.492,1.209515,1.826386,-1.115808,-63.931
53.512,1.210067,1.825309,-1.115250,-63.899
53.530,1.210421,1.824296,-1.115244,-63.899
53.555,1.210714,1.823382,-1.115524,-63.915
53.575,1.210990,1.822521,-1.115879,-63.935
53.593,1.211186,1.821721,-1.116157,-63.951
53.616,1.211353,1.820968,-1.116596,-63.976
53.637,1.211524,1.820257,-1.117001,-63.999
53.656,1.211976,1.819706,-1.116346,-63.962
53.678,1.212284,1.819193,-1.115650,-63.922
53.696,1.212496,1.818915,-1.115191,-63.896
53.719,1.212374,1.818936,-1.115264,-63.900
53.742,1.212204,1.819149,-1.115565,-63.917
53.759,1.212000,1.819444,-1.115678,-63.924
53.783,1.211839,1.819721,-1.115635,-63.921
53.799,1.211609,1.820070,-1.115493,-63.913
53.819,1.211385,1.820425,-1.115538,-63.916
53.841,1.211223,1.820747,-1.115382,-63.907
53.861,1.211104,1.821061,-1.115114,-63.891
53.884,1.210830,1.821415,-1.115065,-63.889
53.901,1.210644,1.821801,-1.114951,-63.882
53.924,1.210625,1.822101,-1.114327,-63.846
53.938,1.210672,1.822373,-1.113614,-63.805
53.960,1.210681,1.822696,-1.112894,-63.764
53.983,1.210582,1.823052,-1.112450,-63.739
54.004,1.210410,1.823427,-1.111985,-63.712
54.025,1.210239,1.823872,-1.111404,-63.679
54.046,1.210025,1.824364,-1.111192,-63.667
54.065,1.209851,1.824872,-1.110691,-63.638
54.087,1.209604,1.825423,-1.110364,-63.619
54.105,1.209370,1.825998,-1.110031,-63.600
54.126,1.209089,1.826639,-1.109667,-63.579
54.147,1.208795,1.827285,-1.109372,-63.562
54.165,1.208430,1.828000,-1.109000,-63.541
54.193,1.208141,1.828791,-1.108519,-63.513
54.210,1.207852,1.829668,-1.107657,-63.464
54.230,1.207627,1.830622,-1.106558,-63.401
54.252,1.207366,1.831663,-1.105468,-63.339
54.276,1.207029,1.832770,-1.104467,-63.281
54.293,1.206567,1.833982,-1.103300,-63.214
54.314,1.206106,1.835351,-1.102129,-63.147
54.334,1.205712,1.836863,-1.100525,-63.055
54.354,1.205387,1.838514,-1.098409,-62.934
54.375,1.204940,1.840339,-1.096141,-62.804
54.393,1.204566,1.842375,-1.093328,-62.643
54.414,1.204079,1.844556,-1.090717,-62.493
54.432,1.203595,1.846916,-1.087741,-62.323
54.450,1.203062,1.849447,-1.084473,-62.136
54.472,1.202558,1.852053,-1.080855,-61.928
54.493,1.201992,1.854627,-1.077313,-61.725
54.517,1.201488,1.857391,-1.073479,-61.506
54.534,1.200760,1.860227,-1.070007,-61.307
54.559,1.199975,1.863207,-1.066569,-61.110
54.577,1.199420,1.866223,-1.062100,-60.854
54.595,1.199267,1.869282,-1.056169,-60.514
54.618,1.198824,1.872521,-1.050664,-60.199
54.637,1.197730,1.875872,-1.047206,-60.000
54.659,1.196699,1.879337,-1.043414,-59.783
54.681,1.195894,1.882883,-1.038316,-59.491
54.699,1.194814,1.886470,-1.034084,-59.249
54.723,1.193617,1.890172,-1.029971,-59.013
54.743,1.192649,1.893899,-1.025087,-58.733
54.764,1.191540,1.897712,-1.020540,-58.473
54.785,1.189914,1.901577,-1.017382,-58.292
54.802,1.188351,1.905545,-1.014130,-58.105
54.826,1.186925,1.909356,-1.010373,-57.890
54.844,1.185283,1.913276,-1.007154,-57.706
54.861,1.183355,1.917301,-1.004515,-57.554
54.883,1.181157,1.921038,-1.003166,-57.477
54.904,1.178795,1.924280,-1.003948,-57.522
54.926,1.177381,1.927731,-1.001099,-57.359
54.947,1.175807,1.931166,-0.998327,-57.200
54.967,1.174403,1.934718,-0.994703,-56.992
54.988,1.173256,1.938420,-0.989727,-56.707
55.005,1.172408,1.942237,-0.983287,-56.338
55.026,1.171688,1.946081,-0.976254,-55.935
55.045,1.170693,1.950037,-0.970118,-55.584
55.065,1.169026,1.954024,-0.966011,-55.348
55.090,1.167416,1.958029,-0.961446,-55.087
55.105,1.166048,1.961926,-0.956368,-54.796
55.126,1.164349,1.965878,-0.952088,-54.551
55.148,1.162592,1.969818,-0.948092,-54.322
55.168,1.161028,1.973801,-0.943329,-54.049
55.190,1.159367,1.977729,-0.938942,-53.797
55.210,1.157358,1.981564,-0.935813,-53.618
55.227,1.155524,1.985090,-0.932902,-53.451
55.249,1.153963,1.988010,-0.930549,-53.317
55.267,1.152691,1.990446,-0.928261,-53.185
55.292,1.151666,1.992495,-0.926371,-53.077
55.310,1.150769,1.994171,-0.924988,-52.998
55.328,1.150051,1.995568,-0.923872,-52.934
55.354,1.149469,1.996668,-0.922830,-52.874
55.374,1.149015,1.997425,-0.921948,-52.824
55.397,1.148847,1.997820,-0.921330,-52.788
55.418,1.148947,1.997899,-0.920792,-52.758
55.437,1.149299,1.997699,-0.920046,-52.715
55.461,1.149978,1.997402,-0.918533,-52.628
55.482,1.150847,1.996976,-0.916418,-52.507
55.501,1.152008,1.996496,-0.913786,-52.356
55.525,1.153266,1.996067,-0.910369,-52.160
55.543,1.154821,1.995730,-0.905808,-51.899
55.567,1.156603,1.995600,-0.899717,-51.550
55.586,1.158720,1.995623,-0.892589,-51.142
55.609,1.160836,1.995374,-0.885547,-50.738
55.628,1.163186,1.994775,-0.879199,-50.374
55.645,1.165587,1.994168,-0.872650,-49.999
55.664,1.168300,1.993720,-0.864964,-49.559
55.686,1.171087,1.993190,-0.856993,-49.102
55.703,1.174051,1.992222,-0.849554,-48.676
55.726,1.177310,1.991183,-0.842244,-48.257
55.746,1.180644,1.990054,-0.834412,-47.808
55.764,1.184246,1.988963,-0.825973,-47.325
55.789,1.187992,1.987598,-0.817711,-46.851
55.806,1.191994,1.986317,-0.808550,-46.326
55.826,1.196352,1.985147,-0.798492,-45.750
55.850,1.200779,1.983708,-0.788889,-45.200
55.867,1.205399,1.982403,-0.778662,-44.614
55.890,1.210025,1.980985,-0.768606,-44.038
55.907,1.214597,1.979187,-0.760377,-43.566
55.930,1.219296,1.977331,-0.751684,-43.068
55.948,1.223961,1.975676,-0.742979,-42.570
55.968,1.228521,1.973796,-0.735323,-42.131
55.993,1.232902,1.972165,-0.727646,-41.691
56.012,1.236750,1.970796,-0.721503,-41.339
56.033,1.240218,1.969407,-0.716082,-41.028
56.058,1.243005,1.968306,-0.711879,-40.788
56.074,1.244708,1.967471,-0.709671,-40.661
56.096,1.246079,1.966875,-0.707661,-40.546
56.121,1.247151,1.966446,-0.705760,-40.437
56.136,1.247986,1.966152,-0.704259,-40.351
56.159,1.248480,1.965983,-0.703406,-40.302
56.175,1.248563,1.965968,-0.703238,-40.293
56.199,1.248472,1.966021,-0.703290,-40.296
56.222,1.248425,1.966049,-0.703299,-40.296
56.240,1.248409,1.966033,-0.703162,-40.288
56.263,1.248647,1.965982,-0.702599,-40.256
56.291,1.249131,1.965765,-0.701894,-40.216
56.313,1.249874,1.965446,-0.700888,-40.158
56.337,1.250779,1.965081,-0.699500,-40.078
56.358,1.251863,1.964755,-0.697333,-39.954
56.375,1.253303,1.964664,-0.693531,-39.736
56.398,1.255033,1.964891,-0.688095,-39.425
56.417,1.256949,1.965299,-0.681196,-39.030
56.435,1.259124,1.966009,-0.673101,-38.566
56.460,1.261258,1.966888,-0.664135,-38.052
56.474,1.263590,1.967796,-0.654433,-37.496
56.496,1.266060,1.968712,-0.644632,-36.935
56.513,1.268618,1.969696,-0.634046,-36.328
56.542,1.271101,1.971020,-0.622914,-35.690
56.562,1.272500,1.972424,-0.614569,-35.212
56.576,1.272967,1.974018,-0.607390,-34.801
56.598,1.273978,1.975512,-0.598392,-34.285
56.616,1.274596,1.977118,-0.590682,-33.844
56.640,1.275042,1.979036,-0.582646,-33.383
56.659,1.275751,1.981150,-0.573425,-32.855
56.677,1.276380,1.983384,-0.563318,-32.276
56.700,1.276447,1.985591,-0.554791,-31.787
56.716,1.276195,1.987571,-0.547369,-31.362
56.736,1.275568,1.988806,-0.543501,-31.140
56.754,1.274648,1.989642,-0.541644,-31.034
56.777,1.273670,1.990546,-0.540190,-30.951
56.799,1.272692,1.991339,-0.538977,-30.881
56.817,1.271985,1.991996,-0.538027,-30.827
56.840,1.271426,1.992490,-0.537118,-30.775
56.861,1.270983,1.992946,-0.536161,-30.720
56.880,1.270524,1.993416,-0.535054,-30.656
56.904,1.270197,1.994179,-0.533087,-30.544
56.927,1.269991,1.995145,-0.529678,-30.348
56.945,1.269975,1.996354,-0.525001,-30.080
56.966,1.269829,1.997606,-0.520290,-29.810
56.985,1.269023,1.998764,-0.517374,-29.643
57.006,1.267969,1.999391,-0.516023,-29.566
57.029,1.267049,1.999689,-0.516335,-29.584
57.049,1.266205,1.999725,-0.517445,-29.647
57.069,1.265556,2.000102,-0.517001,-29.622
57.087,1.264993,2.000505,-0.516229,-29.578
57.109,1.264542,2.000712,-0.516036,-29.567
57.130,1.264387,2.000779,-0.515479,-29.535
57.147,1.264214,2.000933,-0.515110,-29.514
57.169,1.263961,2.001113,-0.514832,-29.498
57.189,1.263652,2.001376,-0.514523,-29.480
57.210,1.263258,2.001699,-0.514139,-29.458
57.232,1.262771,2.002097,-0.513680,-29.432
57.253,1.262234,2.002545,-0.513138,-29.401
57.276,1.261630,2.003066,-0.512394,-29.358
57.297,1.260956,2.003642,-0.511680,-29.317
57.317,1.260360,2.004183,-0.510987,-29.277
57.341,1.260135,2.004530,-0.510235,-29.234
57.360,1.260123,2.004521,-0.510302,-29.238
57.377,1.260270,2.004393,-0.510237,-29.234
57.400,1.260279,2.004384,-0.510143,-29.229
57.428,1.260265,2.004407,-0.510114,-29.227
57.445,1.260270,2.004372,-0.510153,-29.230
57.466,1.260241,2.004362,-0.510130,-29.228
57.484,1.260212,2.004367,-0.510057,-29.224
57.506,1.260314,2.004393,-0.509830,-29.211
57.532,1.260346,2.004360,-0.509860,-29.213
57.550,1.260300,2.004380,-0.509829,-29.211
57.571,1.260287,2.004367,-0.509754,-29.207
57.591,1.260252,2.004382,-0.509747,-29.206
57.612,1.260243,2.004382,-0.509651,-29.201
57.634,1.260250,2.004401,-0.509652,-29.201
57.652,1.260241,2.004442,-0.509296,-29.181
57.673,1.260355,2.004382,-0.509229,-29.177
57.696,1.260356,2.004366,-0.509197,-29.175
57.716,1.260281,2.004417,-0.509185,-29.174
57.740,1.260319,2.004398,-0.509052,-29.167
57.757,1.260400,2.004367,-0.508975,-29.162
57.780,1.260349,2.004393,-0.508932,-29.160
57.804,1.260343,2.004428,-0.508970,-29.162
57.821,1.260378,2.004372,-0.508750,-29.149
57.842,1.260482,2.004378,-0.508563,-29.139
57.863,1.260445,2.004384,-0.508579,-29.139
57.881,1.260363,2.004384,-0.508502,-29.135
57.901,1.260514,2.004362,-0.508245,-29.120
57.919,1.260499,2.004355,-0.508265,-29.121
57.941,1.260444,2.004383,-0.508201,-29.118
57.963,1.260466,2.004396,-0.508256,-29.121
57.987,1.260546,2.004350,-0.507939,-29.103
58.005,1.260613,2.004350,-0.507826,-29.096
58.024,1.260593,2.004326,-0.507768,-29.093
58.048,1.260620,2.004343,-0.507809,-29.095
58.065,1.260628,2.004297,-0.507671,-29.087
58.091,1.260707,2.004368,-0.507267,-29.064
58.109,1.260666,2.004351,-0.507294,-29.066
58.126,1.260699,2.004356,-0.507328,-29.068
58.146,1.260652,2.004371,-0.507200,-29.060
58.169,1.260628,2.004493,-0.506812,-29.038
58.193,1.260641,2.004508,-0.506727,-29.033
58.212,1.260773,2.004501,-0.506202,-29.003
58.230,1.260806,2.004501,-0.506217,-29.004
58.251,1.260781,2.004491,-0.506139,-29.000
58.274,1.260798,2.004491,-0.506187,-29.002
58.290,1.260770,2.004443,-0.506164,-29.001
58.311,1.260746,2.004458,-0.506051,-28.995
58.330,1.260764,2.004482,-0.505905,-28.986
58.351,1.260708,2.004528,-0.505893,-28.986
58.372,1.260669,2.004529,-0.505830,-28.982
58.389,1.260665,2.004532,-0.505814,-28.981
58.417,1.260665,2.004506,-0.505763,-28.978
58.435,1.260673,2.004495,-0.505726,-28.976
58.458,1.260622,2.004546,-0.505602,-28.969
58.478,1.260569,2.004569,-0.505577,-28.967
58.498,1.260603,2.004507,-0.505381,-28.956
58.520,1.260627,2.004480,-0.505404,-28.958
58.544,1.260592,2.004495,-0.505298,-28.951
58.563,1.260588,2.004532,-0.505277,-28.950
58.583,1.260484,2.004536,-0.505276,-28.950
58.606,1.260547,2.004538,-0.505167,-28.944
58.623,1.260583,2.004522,-0.505104,-28.940
58.643,1.260556,2.004539,-0.505041,-28.937
58.662,1.260554,2.004548,-0.505094,-28.940
58.681,1.260544,2.004554,-0.504803,-28.923
58.702,1.260709,2.004558,-0.504466,-28.904
58.722,1.260694,2.004553,-0.504542,-28.908
58.745,1.260636,2.004586,-0.504488,-28.905
58.764,1.260621,2.004543,-0.504420,-28.901
58.790,1.260663,2.004558,-0.504375,-28.899
58.811,1.260671,2.004558,-0.504324,-28.896
58.829,1.260651,2.004570,-0.504272,-28.893
58.852,1.260683,2.004598,-0.504067,-28.881
58.873,1.260696,2.004561,-0.503980,-28.876
58.894,1.260699,2.004535,-0.503865,-28.869
58.917,1.260700,2.004523,-0.503884,-28.870
58.936,1.260654,2.004540,-0.503877,-28.870
58.956,1.260699,2.004519,-0.503770,-28.864
58.978,1.260667,2.004538,-0.503603,-28.854
59.004,1.260646,2.004559,-0.503617,-28.855
59.026,1.260675,2.004541,-0.503655,-28.857
59.050,1.260632,2.004520,-0.503665,-28.858
59.070,1.260588,2.004556,-0.503517,-28.849
59.091,1.260619,2.004627,-0.503342,-28.839
59.108,1.260729,2.004567,-0.503358,-28.840
59.131,1.260669,2.004573,-0.503340,-28.839
59.154,1.260626,2.004620,-0.503115,-28.826
59.172,1.260603,2.004621,-0.503094,-28.825
59.197,1.260652,2.004590,-0.503106,-28.826
59.215,1.260604,2.004623,-0.503092,-28.825
59.237,1.260504,2.004672,-0.502900,-28.814
59.257,1.260553,2.004745,-0.502695,-28.802
59.276,1.260644,2.004668,-0.502735,-28.805
59.297,1.260562,2.004679,-0.502715,-28.803
59.317,1.260523,2.004680,-0.502604,-28.797
59.336,1.260561,2.004669,-0.502603,-28.797
59.357,1.260545,2.004671,-0.502573,-28.795
59.383,1.260493,2.004670,-0.502551,-28.794
59.397,1.260562,2.004675,-0.502336,-28.782
59.420,1.260592,2.004663,-0.502347,-28.782
59.437,1.260550,2.004663,-0.502346,-28.782
59.458,1.260542,2.004679,-0.502297,-28.779
59.483,1.260531,2.004656,-0.502198,-28.774
59.500,1.260480,2.004692,-0.502150,-28.771
59.521,1.260467,2.004691,-0.502053,-28.766
59.540,1.260485,2.004720,-0.502062,-28.766
59.560,1.260384,2.004730,-0.501951,-28.760
59.582,1.260368,2.004778,-0.501888,-28.756
59.599,1.260461,2.004761,-0.501722,-28.747
59.623,1.260436,2.004764,-0.501765,-28.749
59.638,1.260427,2.004771,-0.501487,-28.733
59.664,1.260573,2.004736,-0.501331,-28.724
59.682,1.260558,2.004741,-0.501321,-28.724
59.704,1.260490,2.004796,-0.501276,-28.721
59.722,1.260447,2.004727,-0.501209,-28.717
59.741,1.260480,2.004695,-0.501230,-28.718
59.765,1.260470,2.004721,-0.501178,-28.715
59.788,1.260459,2.004728,-0.501152,-28.714
59.806,1.260501,2.004715,-0.500860,-28.697
59.830,1.260602,2.004687,-0.500697,-28.688
59.854,1.260592,2.004700,-0.500668,-28.686
59.872,1.260530,2.004793,-0.500658,-28.686
59.893,1.260493,2.004733,-0.500577,-28.681
59.919,1.260531,2.004727,-0.500530,-28.678
59.936,1.260517,2.004769,-0.500524,-28.678
59.956,1.260444,2.004717,-0.500474,-28.675
59.976,1.260453,2.004723,-0.500461,-28.674
59.999,1.260420,2.004740,-0.500316,-28.666
60.015,1.260417,2.004770,-0.500303,-28.665
60.034,1.260312,2.004777,-0.500261,-28.663
60.056,1.260346,2.004771,-0.500231,-28.661
60.077,1.260338,2.004834,-0.500081,-28.653
60.104,1.260247,2.004898,-0.500043,-28.650
60.117,1.260238,2.004833,-0.499998,-28.648
60.137,1.260274,2.004811,-0.500017,-28.649
60.157,1.260195,2.004866,-0.499920,-28.643
60.175,1.260183,2.004875,-0.499742,-28.633
60.199,1.260247,2.004866,-0.499731,-28.632
60.224,1.260223,2.004872,-0.499661,-28.628
60.241,1.260170,2.004922,-0.499618,-28.626
60.263,1.260182,2.004937,-0.499632,-28.627
60.282,1.260193,2.004907,-0.499405,-28.614
60.302,1.260182,2.004917,-0.499287,-28.607
60.326,1.260158,2.004921,-0.499216,-28.603
60.345,1.260181,2.004958,-0.499262,-28.606
60.370,1.260160,2.004911,-0.499076,-28.595
60.388,1.260122,2.004935,-0.499027,-28.592
